news_report_URL,news_report_platform,date_of_publication,author,news_report_headline,wire_service,no_of_subscribers,victim_name,date_of_death,age_of_death,race_of_victim,type_of_location,place_of_death_town,place_of_death_province,sexual_assault,mode_of_death_specific,mode_of_death_general,robbery,suspect_arrested,suspect_convicted,perpetrator_name,perpetrator_relationship_to_victim,multiple_murder,extreme_violence,intimate_femicide,notes
https://baxter.com/,Alvarez-Rodriguez,2017-08-30,Christopher Castro,Create new develop professor nothing guess live.,and Sons,20469,Julie Horn,2010-01-27,25,Coloured,Suburban,North Toni,Eastern Cape,Yes,Strangulation,Stabbing,No,No,Yes,Virginia Small,Friend,Yes,Yes,Yes,Walk score military appear without.
http://www.stephens-smith.org/,Kennedy and Sons,2023-05-02,Matthew Woods,Want building once sell.,LLC,4947,David Ferrell,2017-12-05,4,Indian,Rural,Ashleyton,Northern Cape,Yes,Stabbing,Other,No,No,Yes,Daniel Hess,Friend,No,Yes,Yes,Trade throw might let go least knowledge perform.
https://www.campbell.com/,"Ramirez, Arroyo and Cantu",2011-12-03,Jose Payne,Power middle sit foot radio full yard.,PLC,12588,Paul Torres,2006-01-16,21,White,Suburban,West Christinemouth,Gauteng,Yes,Blunt force trauma,Shooting,Yes,No,Yes,David Gutierrez,Acquaintance,Yes,Yes,No,Quality campaign concern investment fund.
https://fleming.com/,Thomas-Tucker,2014-07-23,Matthew Hickman,Thank teach toward blood six TV resource though.,Group,13120,Andrew Peters,2008-12-25,42,White,Rural,Elliottstad,KwaZulu-Natal,No,Gunshot,Beating,No,Yes,No,Jill Oliver,Friend,Yes,Yes,No,Area population visit leader.
http://carr.com/,Rasmussen LLC,2022-10-26,Sherry Rodriguez,Ground prove miss chair throw.,and Sons,12501,Mrs. Alexis Alexander,2002-05-13,62,Black,Urban,Benjaminshire,Free State,No,Gunshot,Stabbing,No,No,No,Gregory Pham,Acquaintance,Yes,No,No,Property we city well white.
http://keller-huffman.com/,"Wilson, Young and Thornton",2013-08-15,Reginald James,Oil six take.,LLC,10692,Roberta Lewis,2017-03-22,61,Indian,Urban,Lake Stephanietown,Free State,Yes,Strangulation,Shooting,Yes,No,No,Thomas Jones,Unknown,No,Yes,Yes,Start if pressure by middle.
https://www.jimenez.info/,Mcmillan-Garcia,2020-08-03,David Wiggins,Year six run.,Inc,7189,Mary Braun,2023-09-14,92,Coloured,Suburban,Jamesside,Free State,Yes,Strangulation,Shooting,No,No,Yes,Matthew Walsh,Friend,Yes,Yes,No,Draw treat learn cost bag group.
https://www.hernandez.com/,Hill Group,2013-10-31,Sonya Burton,Board safe me like industry.,Ltd,26032,Kenneth Miller,2000-09-29,71,Coloured,Suburban,East Jamie,Eastern Cape,Yes,Strangulation,Beating,No,Yes,Yes,Sean Davenport,Friend,Yes,Yes,Yes,Today stage city finish size add recognize.
https://barnes-mclean.info/,Cox Ltd,2015-12-07,Nicholas Marshall,Hospital father individual operation discover be.,Inc,35695,Robert Collins,2015-06-26,55,Black,Rural,Delgadofort,North West,Yes,Stabbing,Other,Yes,No,Yes,Sabrina Shah,Acquaintance,Yes,Yes,No,Usually staff rest his technology lose.
http://rivera-flores.com/,Henry Inc,2011-11-07,Marcus Stone,Care next maintain century guess science center.,Inc,28238,Michael Spencer,2014-05-07,90,White,Urban,South Pamelaburgh,North West,No,Poisoning,Other,Yes,No,Yes,Kimberly Bowers,Stranger,No,No,No,Population it rate alone here.
https://www.lee.com/,"Hoover, Allen and Hoover",2016-05-23,Ashley Rodriguez,Enjoy again government maybe food mission floor.,and Sons,46057,Heather Hudson,2022-05-18,47,Coloured,Urban,West Charlesborough,North West,No,Strangulation,Other,No,Yes,Yes,Jim King,Unknown,Yes,No,Yes,Religious model fish visit whatever they current.
https://www.benitez.org/,Page-Garner,2017-02-25,David Marshall,Type force radio tough realize outside seek.,Inc,49292,Sydney Reynolds,2011-09-04,44,Black,Suburban,Michelleport,Western Cape,Yes,Poisoning,Shooting,Yes,No,Yes,Jennifer Rush,Partner,No,Yes,Yes,Cultural soon range Mr case modern gun bring.
https://www.blake.com/,"Figueroa, Shields and Copeland",2021-02-21,Troy Gibson,Trip buy team half.,Inc,22731,Madison Nolan,2003-05-29,95,Asian,Rural,Jacksonport,Western Cape,Yes,Gunshot,Beating,No,No,No,Miranda Butler,Unknown,No,Yes,Yes,Character behind from impact.
https://www.ryan.com/,"Simpson, Edwards and Wyatt",2023-01-28,Sara Jones,Thus article this more couple.,LLC,31016,Douglas Smith,2023-06-20,51,Black,Urban,Lake Michelle,Northern Cape,Yes,Gunshot,Stabbing,No,No,No,Kaylee Wyatt,Stranger,Yes,No,Yes,Part letter cause establish few skin beat.
https://day.com/,Sanders-Kim,2022-08-20,John Perez,Finally unit explain visit conference hope.,Group,11467,Steven Wright,2012-07-14,89,Coloured,Urban,Port Kelsey,Gauteng,Yes,Gunshot,Other,No,Yes,Yes,Bethany Adams,Unknown,Yes,No,No,Pm notice join line take.
http://www.hancock.com/,"Burke, Hernandez and Alexander",2021-06-04,Latoya Cobb,Left turn we soon base school.,Group,23551,Chelsea Thompson,2007-07-12,78,Indian,Rural,Gatesmouth,Western Cape,Yes,Strangulation,Other,No,Yes,Yes,Amber Love,Stranger,No,No,Yes,Couple economy democratic environment economy.
https://www.vaughn.com/,"Brown, Soto and Martin",2022-03-18,Jessica Robbins,Five left another physical total.,Group,49045,Emma Olson,2009-10-01,66,White,Rural,New Sabrinaborough,Free State,Yes,Stabbing,Other,Yes,No,Yes,Jacqueline Williams,Partner,No,Yes,Yes,Onto tonight program.
https://campbell-wood.biz/,Mendoza PLC,2012-12-27,Tracey Pena,Eye sound point detail Republican.,Group,26254,Richard Hodges,2003-08-28,71,Coloured,Urban,Foleyhaven,Gauteng,No,Strangulation,Shooting,Yes,No,Yes,Rodney Brown,Stranger,No,Yes,No,Security same four letter manager.
https://craig.com/,"Ortiz, Mccormick and Smith",2014-11-23,Margaret Hammond,Relate language fire consumer successful.,Ltd,28443,David Taylor,2015-10-29,100,Coloured,Rural,New Ernestberg,Eastern Cape,No,Gunshot,Beating,No,Yes,Yes,Nicholas Morgan,Acquaintance,Yes,No,Yes,Truth plant stuff cup political discover however.
https://www.lopez.com/,"Jones, Tyler and Moore",2022-07-04,Brenda Smith,Gun serious find without couple.,and Sons,36607,Mark Johnson,2015-09-30,74,Indian,Rural,Ashleyberg,Mpumalanga,No,Gunshot,Stabbing,Yes,No,Yes,Allison Trujillo,Friend,No,No,Yes,Idea reach agency week just choose field.
http://holmes.com/,"Paul, Whitehead and Smith",2012-05-17,Kerry Cook,Close live continue herself seem chair.,and Sons,11758,Nicholas Moore,2004-10-11,11,Coloured,Rural,Lake Sonia,KwaZulu-Natal,Yes,Blunt force trauma,Shooting,No,No,No,Sonia Weeks,Friend,Yes,No,No,Themselves within indicate black government.
https://www.cervantes.net/,"Boyd, Ruiz and Whitney",2021-09-22,Denise King,Threat senior quite someone practice.,PLC,46197,Joseph Simmons,2000-10-04,20,Black,Urban,Robertland,Mpumalanga,Yes,Gunshot,Stabbing,Yes,Yes,Yes,Elijah Williams,Partner,Yes,No,Yes,Window direction pretty than name name building.
https://www.booker.com/,Arias Inc,2021-08-17,Daniel Mason,Congress accept check oil hair democratic.,and Sons,35671,Roger Walsh,2020-01-29,72,Asian,Suburban,Lake Carl,Free State,No,Stabbing,Beating,No,Yes,Yes,Linda Thompson,Stranger,No,No,Yes,Machine contain business organization.
http://www.mejia.org/,"Norris, Smith and Smith",2010-04-01,Kevin Cuevas,Week heavy garden where.,and Sons,41258,Carrie Carter,2020-01-12,12,Asian,Rural,Alyssaview,Western Cape,Yes,Stabbing,Stabbing,Yes,No,Yes,Rachel Dixon PhD,Unknown,No,Yes,No,Head authority expect manage.
http://www.taylor-coffey.com/,Brown-Hanson,2014-07-11,Morgan Stone,Value dark phone nothing box study cold.,Group,45146,Alexandria Brooks,2000-03-08,70,Coloured,Rural,East Joseph,KwaZulu-Natal,No,Gunshot,Shooting,No,Yes,No,David Vega,Partner,Yes,No,No,Cost late civil challenge than this.
https://www.blevins.biz/,Frazier-Garcia,2013-10-21,Jennifer Wagner,Sort would life stop.,PLC,22588,Chad Harper,2008-06-24,11,White,Rural,West Cody,Northern Cape,No,Blunt force trauma,Other,No,Yes,Yes,James Scott,Family,Yes,No,Yes,It doctor administration commercial.
http://jones.com/,Brown LLC,2020-03-14,Frank Flores,Else floor natural include majority artist site.,PLC,33369,Jesse Vasquez,2023-10-27,33,White,Rural,New Dianabury,Gauteng,Yes,Blunt force trauma,Stabbing,Yes,Yes,Yes,Marie Long DDS,Stranger,Yes,Yes,No,Fund member focus. Base total kind.
http://www.ward.com/,Mckenzie LLC,2011-12-30,Steven Horn,All though others hair condition among fire.,Inc,36341,Margaret Decker,2002-09-22,51,Coloured,Urban,Phamland,Limpopo,No,Gunshot,Shooting,No,Yes,No,Michael Nelson,Partner,No,Yes,No,Voice tax note treatment news weight.
https://www.daniels.net/,Ray Inc,2022-03-26,Paul Richard,Recognize matter receive let indicate author.,LLC,27868,Justin Rojas,2001-04-20,64,Black,Urban,South Benjaminberg,Free State,Yes,Gunshot,Shooting,Yes,No,No,Joanna Torres,Stranger,No,Yes,Yes,Use low way serve. Can check day.
https://sawyer.com/,Chandler Inc,2015-10-16,Heather Chapman,Mother model new six.,LLC,21397,Kathleen Good,2021-06-06,22,Black,Urban,New Cathy,Limpopo,No,Stabbing,Other,No,Yes,No,Cindy Hardy,Partner,Yes,Yes,Yes,Through phone clear top air spring drug.
https://www.gibson.biz/,"Reed, Mckinney and Morrison",2013-04-18,Kristen Stanley,Coach will list four wonder difficult.,and Sons,5766,Stephanie Crosby,2009-12-16,37,Coloured,Rural,North Melissa,Mpumalanga,Yes,Gunshot,Stabbing,No,No,No,Cory Nelson,Unknown,No,No,Yes,Bring reality card hear.
https://www.hawkins.com/,Johnson-Hill,2015-09-08,Robert Wilson,Data that value base black.,LLC,12066,Kenneth Carter,2008-09-15,84,Coloured,Urban,Timothyport,Eastern Cape,Yes,Strangulation,Stabbing,Yes,Yes,No,Robert Welch,Friend,Yes,No,No,Perhaps but travel event.
https://www.alexander-harris.com/,"Solomon, Montgomery and Khan",2020-06-04,Matthew Burnett,Dream able let special end word.,Ltd,19796,Joseph Gates,2022-04-28,8,White,Urban,Stephensonburgh,Eastern Cape,No,Stabbing,Beating,No,Yes,Yes,Stephanie Williams,Partner,Yes,Yes,No,Spend newspaper employee science young agent me.
https://parker.com/,"Jones, Adams and Perry",2017-01-18,Noah Garza,Rise help ten phone.,and Sons,35501,Susan Lawson,2005-02-21,89,Asian,Rural,Port Michele,Mpumalanga,No,Gunshot,Beating,No,Yes,Yes,Thomas Harper,Stranger,Yes,Yes,Yes,Five catch yard bank. Ability effect apply.
http://www.brown.com/,Adkins-Williamson,2020-05-18,Jacob Jefferson,House herself page PM who measure end allow.,Inc,48778,Donna Ramirez,2002-05-29,68,Black,Rural,Derekfurt,Free State,No,Poisoning,Stabbing,No,No,No,John Wilkinson,Unknown,No,Yes,Yes,East such true attack.
https://keller-terry.com/,Park-Lynch,2014-05-10,David Morgan,Long light star political support decade kitchen.,Inc,41308,Nathan Garcia,2012-08-19,95,Asian,Urban,Brendaview,North West,No,Stabbing,Other,No,No,Yes,Kimberly Stewart,Unknown,No,Yes,Yes,Stage discover argue door win.
https://smith.com/,"Mcdonald, Stark and Smith",2010-08-04,Dr. Robert Miller,Matter can close carry.,LLC,4416,Donna Garcia,2019-06-15,42,Asian,Urban,Port Davidview,Limpopo,No,Stabbing,Beating,Yes,Yes,Yes,Edward Shaw,Partner,Yes,No,Yes,Plan focus health from song political like law.
http://castro-brady.com/,"Knapp, Moore and Jones",2017-07-17,Gary Meyers,Stop information soldier suffer anything process south.,and Sons,34040,Sarah Chapman,2021-05-10,24,Asian,Urban,New Joshua,Western Cape,Yes,Poisoning,Shooting,No,No,No,Sarah Patterson,Family,Yes,Yes,Yes,Decade person many question.
http://peterson.com/,Campbell Group,2015-11-29,Erica Small,Student myself attorney year put.,PLC,34830,Jaime Wright,2004-09-21,4,White,Suburban,New Justin,Limpopo,No,Poisoning,Stabbing,Yes,No,Yes,Carlos Hamilton,Friend,No,Yes,No,Against arrive government against.
https://www.thomas-white.biz/,Barajas-Orozco,2014-08-23,Daniel Romero,Bill west at be this.,Group,26538,David Duke,2017-11-26,86,Coloured,Suburban,North William,KwaZulu-Natal,Yes,Strangulation,Shooting,Yes,No,Yes,Douglas Rice,Partner,No,Yes,No,Economic present ten approach Congress.
https://www.moore.com/,Washington-Bray,2015-03-25,Kathleen Ellis,Lawyer table garden west help ground federal.,PLC,1076,Christine Lam,2011-01-01,46,Asian,Urban,New Markview,KwaZulu-Natal,Yes,Gunshot,Stabbing,Yes,No,Yes,Raymond Bowen,Acquaintance,No,No,No,Top cause person off.
http://www.diaz.com/,Dickson-Meyer,2022-08-31,Richard Marshall,Heavy admit catch somebody.,Inc,3244,Douglas Rodriguez,2013-05-01,40,Asian,Rural,Lake Malloryport,Gauteng,Yes,Strangulation,Stabbing,No,No,Yes,Karen Moore,Partner,Yes,Yes,Yes,Where none each writer produce law.
http://www.yang.net/,"Clark, Murray and Rodriguez",2013-04-05,Christopher Baker,Owner be prove still operation whether store.,LLC,2803,Janet Hardy,2013-01-05,80,Indian,Urban,Lake Jasmineshire,Western Cape,Yes,Stabbing,Other,No,No,Yes,Russell Long,Stranger,Yes,No,No,Your item should certain station.
https://www.fox.com/,Zamora-Cobb,2013-04-07,Julie Freeman,Share by range heart voice security.,PLC,35427,Crystal Henry,2016-08-26,71,Black,Rural,Rebeccaberg,Eastern Cape,Yes,Gunshot,Other,Yes,No,No,Melissa Brown,Partner,No,No,Yes,Program left too allow play.
http://francis.org/,Pham Ltd,2023-04-05,Stephen Bell,Successful maintain eye condition me TV.,and Sons,22615,Paige Webster,2017-06-27,51,Asian,Rural,Mcdanielhaven,Northern Cape,No,Poisoning,Other,No,No,Yes,Brandon Kelly,Stranger,Yes,No,Yes,Institution this minute.
https://odom.org/,Fisher Ltd,2011-05-31,David Fowler,Notice have budget including tell author.,and Sons,5449,Jennifer Lopez,2006-02-17,78,Indian,Urban,West Rebecca,Free State,Yes,Strangulation,Beating,Yes,No,Yes,Kayla Brooks,Unknown,No,No,Yes,Newspaper service theory often network.
http://www.martin-sims.com/,"Harris, Duncan and Rivas",2010-09-06,Philip Cervantes,Instead card above building.,Group,7840,Kevin Higgins,2007-06-15,69,Black,Suburban,North Tonyborough,Limpopo,Yes,Strangulation,Other,Yes,No,Yes,Nicole Davis,Acquaintance,No,Yes,No,Political good lawyer hot rule.
https://www.johnson.com/,Robinson and Sons,2016-03-08,Joseph Fletcher,Ten would debate soldier camera.,Ltd,12247,Glenn Gutierrez,2001-01-18,82,Black,Urban,New Zacharyberg,Western Cape,No,Blunt force trauma,Stabbing,Yes,No,Yes,David Cantrell,Acquaintance,No,Yes,Yes,Rather investment station.
http://www.rios.net/,Owens PLC,2012-06-26,Todd Walsh,His direction prepare voice field compare.,Inc,1699,Brooke Lynn,2001-01-16,89,Asian,Urban,Bonnieview,North West,No,Strangulation,Shooting,No,No,No,Corey Rowland,Stranger,No,Yes,No,Despite plan cup score produce choice.
https://www.welch.com/,Wood PLC,2023-09-22,Antonio Clarke,Red significant form exist.,PLC,17024,Joshua Jones,2023-06-04,99,Coloured,Suburban,Ernesthaven,Limpopo,No,Gunshot,Other,Yes,Yes,Yes,Jonathan Jackson,Acquaintance,No,Yes,Yes,Trade available building.
https://www.barrera.biz/,Franco Ltd,2018-01-14,Derrick Hickman,Threat whatever none.,PLC,9393,Lauren Phillips,2010-10-18,91,Coloured,Rural,Joymouth,Gauteng,Yes,Blunt force trauma,Beating,Yes,Yes,No,Roy Hatfield,Friend,No,No,Yes,Baby thing truth movie join personal.
http://reed.com/,Shah PLC,2021-11-24,Valerie Mueller,Where series series himself address bring.,LLC,26889,Mark Johnson,2010-07-30,13,Coloured,Rural,Rodriguezmouth,Western Cape,Yes,Stabbing,Other,No,Yes,Yes,Jennifer Thornton,Acquaintance,Yes,No,No,Movement yet just a cause total total.
https://patterson-robinson.com/,Gonzalez Group,2018-05-07,Raymond Gordon,Gun low least beyond pick able.,Group,20161,Erika Trujillo,2003-07-18,99,White,Rural,New Ricky,Northern Cape,No,Gunshot,Beating,Yes,Yes,Yes,Evan Myers,Friend,No,No,Yes,Cut during hotel rise accept watch yes.
http://donaldson.com/,Lewis-Davis,2010-10-07,Rebecca Henderson,Campaign evening manager meet any allow.,LLC,36670,Elizabeth Atkinson,2007-12-04,56,Black,Urban,Paulmouth,Limpopo,No,Strangulation,Other,No,No,Yes,Julie Quinn,Friend,No,Yes,No,Agent trouble public. Late mind visit.
https://www.mullins-hall.org/,"Montes, Spencer and Hill",2010-02-23,Kenneth Stewart,Her attack despite body where glass call.,Ltd,26057,Dawn Mcguire,2010-10-16,76,Black,Suburban,West Crystal,Limpopo,Yes,Poisoning,Other,Yes,Yes,No,Vincent Aguilar,Family,No,Yes,No,Cultural government feel. Official coach officer.
http://www.wright.info/,"Barnes, Mcdonald and Phelps",2018-08-01,Mark Guerra,Officer floor yet audience dark we finally.,Ltd,14572,Logan Beltran,2009-10-23,8,Indian,Urban,New Steven,Northern Cape,No,Blunt force trauma,Beating,Yes,Yes,No,Michael Lee,Family,No,Yes,No,Nice nearly bring development term.
https://snyder-watkins.net/,"Lawson, Hines and Baxter",2019-12-07,Christopher Cordova,Floor just almost me sell control.,Ltd,38942,Christine Smith,2013-11-23,3,Indian,Rural,Burnsfort,KwaZulu-Natal,No,Strangulation,Other,No,No,Yes,Shane Jackson,Partner,Yes,Yes,Yes,Line up her game they ask type example.
https://www.ramos-turner.com/,"Cochran, Colon and Schmidt",2017-10-11,Mrs. Michelle Pena,Of any both minute way seven billion born.,Ltd,13261,Steven Cobb,2013-07-06,93,Asian,Suburban,Charlesmouth,Western Cape,No,Stabbing,Stabbing,Yes,No,Yes,Noah Snyder,Stranger,Yes,No,No,Power art including.
https://brown.biz/,Wright Ltd,2019-04-19,Patrick Cooper,Read take since official each.,PLC,9284,Heather Ramirez,2018-06-19,92,Black,Urban,Shannonmouth,Western Cape,No,Poisoning,Shooting,Yes,No,No,Scott Russo,Acquaintance,Yes,No,No,Table voice point I movement account policy.
https://www.rodriguez-fox.biz/,Espinoza Ltd,2015-03-29,Lynn Carpenter,When economy individual south well young plan.,Inc,26272,Justin Curtis,2023-11-18,95,Coloured,Suburban,Terrencemouth,Limpopo,No,Poisoning,Shooting,Yes,Yes,No,Melissa Gutierrez,Friend,No,Yes,No,Number test truth someone.
http://www.dixon.com/,Lopez-Allen,2017-04-11,Sharon Davis,Guess game everything successful party five today.,and Sons,15552,Ralph Williams,2010-06-30,92,Coloured,Rural,West Richard,Gauteng,No,Strangulation,Shooting,Yes,Yes,Yes,Tanner Moore,Unknown,No,Yes,No,Issue course property that. Final land spend.
http://www.chan.com/,"Butler, Jefferson and Russell",2013-10-25,Jasmin Horne,Fear hit rate model their.,PLC,19358,Alejandro Jackson,2014-05-15,12,Black,Urban,Amyburgh,Northern Cape,No,Poisoning,Other,No,Yes,Yes,Raven Bowman,Stranger,Yes,No,No,Level themselves degree decide however each.
http://www.zamora.com/,"Porter, Duncan and Welch",2021-03-02,Zachary King,Teach quite director believe require.,Ltd,2872,Jason Mack,2023-10-02,82,Asian,Rural,Whiteberg,Free State,Yes,Stabbing,Other,No,Yes,No,Heidi Flores,Unknown,Yes,No,No,Face able player law.
https://johnson.biz/,"Williams, Keller and Brown",2019-10-07,Stephanie Phillips,Adult billion energy process current stop person training.,Ltd,38464,Robert Valenzuela,2017-05-20,46,Black,Suburban,Charlestown,Mpumalanga,Yes,Stabbing,Shooting,Yes,Yes,No,Mark Gardner,Acquaintance,Yes,Yes,No,Floor like upon summer challenge.
http://www.armstrong.com/,Jones-Jones,2020-07-07,Melissa Avila,Middle agency during probably wrong police see subject.,Group,10328,David Morgan,2012-08-25,32,Asian,Suburban,Lake James,Free State,No,Stabbing,Stabbing,No,No,Yes,Phillip Scott,Stranger,No,No,No,Set ground save at none son need.
http://www.hartman-white.net/,"Villarreal, Frazier and Taylor",2014-05-03,Shelley Kelley,Will citizen parent coach.,Inc,5064,Olivia Woods,2014-12-02,63,White,Rural,Lake Derek,Western Cape,No,Gunshot,Stabbing,No,No,Yes,Lindsay Hall,Friend,No,No,Yes,Loss hotel either other option.
http://www.mills.com/,Roberts Group,2021-02-11,Sandra Garza,Middle speech four.,Inc,27448,Denise Lambert,2005-03-30,59,Asian,Suburban,Guerreromouth,Western Cape,No,Stabbing,Shooting,No,No,No,Sara Wilson,Friend,Yes,Yes,No,Treat level color arrive. Low eye like.
http://www.mckinney.biz/,"Frazier, Gordon and Hill",2018-06-02,Jennifer Craig,Senior long sit out if watch kind.,and Sons,4539,Nicholas Saunders,2002-11-10,59,White,Rural,Bakerberg,Mpumalanga,Yes,Gunshot,Beating,Yes,Yes,Yes,Brian Smith,Friend,No,Yes,Yes,Might decision police green tax so.
https://brooks-vaughn.biz/,Castro-Valentine,2021-05-02,Claire Yang,Cultural like attorney fire energy positive.,Inc,45385,David Cruz,2016-09-22,26,White,Urban,Erichaven,KwaZulu-Natal,No,Poisoning,Stabbing,No,Yes,Yes,Louis Smith,Unknown,Yes,Yes,No,Could outside next life door relate.
https://good-nelson.info/,Powers Ltd,2015-04-15,Joel Hill,Well always work learn attack financial statement hope.,LLC,39910,Theresa Hall,2005-03-10,93,Asian,Rural,Daviston,Mpumalanga,No,Stabbing,Shooting,No,Yes,Yes,Patricia King,Friend,No,Yes,No,Like training husband tough role benefit.
http://patterson-fowler.com/,Wells Ltd,2020-03-07,Renee Hurst,Produce media product soon quality interesting type.,PLC,41159,Francisco Ford,2018-08-04,85,Asian,Urban,South John,Limpopo,No,Strangulation,Shooting,No,No,No,Barbara Baker,Acquaintance,Yes,No,Yes,Keep new research last tree wait.
http://www.chang-hanson.net/,"Richardson, Wong and Scott",2019-11-21,Lauren Weber,Ago morning beyond receive quality night.,LLC,4768,Cheryl Reeves,2022-11-10,49,Coloured,Rural,Lake Lauraborough,North West,No,Gunshot,Beating,Yes,No,No,Jason Martinez,Acquaintance,No,Yes,Yes,Happy idea management manage but seem.
http://www.navarro.biz/,Hernandez Inc,2021-03-13,Jay Novak,Know yeah main.,PLC,38911,Patrick Thompson,2004-08-15,40,Asian,Rural,Karaport,Eastern Cape,Yes,Stabbing,Other,No,No,Yes,Thomas Newton,Acquaintance,No,Yes,No,Yet represent office scientist chance.
https://oconnor-diaz.info/,"Park, Case and Ponce",2015-10-23,Michael Browning,Style follow wind seat.,and Sons,6811,Miguel Brown,2017-07-17,17,Indian,Rural,Steelefort,North West,Yes,Gunshot,Shooting,No,No,Yes,Justin Lee,Acquaintance,Yes,Yes,No,Ability play little up red either.
http://www.fleming-bradford.info/,Hernandez-Frank,2013-04-26,Brian Moore,Offer religious read bill involve scientist for.,Group,47337,Paige White,2020-08-10,14,Black,Suburban,Mooretown,Eastern Cape,No,Strangulation,Beating,No,No,Yes,Christine Kelley,Family,Yes,No,Yes,Main rest left career. Summer just century girl.
https://blackwell-martinez.biz/,Mckenzie Group,2023-10-27,Virginia Hunt,Radio job again.,Ltd,16365,Erica Pope,2005-08-05,19,Indian,Urban,Antonioburgh,Limpopo,No,Gunshot,Stabbing,No,Yes,Yes,Austin Scott,Unknown,Yes,No,No,Keep image follow pretty food save.
https://rogers.com/,"Mcgee, Mcintyre and Owens",2014-12-11,Holly Preston,Wish mind well laugh cost.,and Sons,42754,Robert Mathews,2003-11-20,78,Coloured,Urban,Phillipsmouth,Gauteng,Yes,Blunt force trauma,Other,Yes,No,No,Brandi Rodriguez,Unknown,Yes,No,No,Air action same program.
https://martinez.com/,"Willis, Monroe and Coffey",2021-06-16,Jessica Thompson,No others them east issue alone.,Ltd,17871,Max Brown,2010-03-26,30,Asian,Rural,South Laurenshire,Western Cape,No,Poisoning,Stabbing,No,Yes,Yes,Jillian Crane,Stranger,Yes,Yes,No,Tend customer there economy.
https://www.jones.com/,Gonzalez LLC,2021-05-29,Brandon Ramirez,Baby chance record trouble show eat.,and Sons,18578,Michael Green,2021-08-06,62,Indian,Urban,Williamshaven,Western Cape,No,Strangulation,Other,Yes,Yes,No,William Rodriguez,Partner,No,No,No,Real cold result authority next evening similar.
http://www.robertson-freeman.org/,Smith Inc,2016-05-11,Alicia Robertson,Part activity table training meet national environmental cover.,LLC,18594,Allison Mcknight,2006-12-13,77,White,Suburban,Lake Jenniferton,North West,No,Stabbing,Shooting,Yes,Yes,No,William Mckinney,Friend,No,Yes,No,Whatever million statement it soon opportunity.
https://johnson-taylor.com/,Gaines LLC,2017-03-25,Tonya Gallegos,Certain boy relationship right get.,PLC,23840,Jennifer Moore,2020-08-12,4,Black,Suburban,Meyersview,Northern Cape,Yes,Poisoning,Shooting,No,Yes,Yes,Samantha Logan,Acquaintance,No,No,Yes,Once real fly avoid common.
http://reynolds.info/,"Valenzuela, Wilson and Barnes",2010-01-30,Samuel Ellison,Benefit age woman perhaps support field until now.,Group,39927,Brian Nelson,2021-11-01,75,Asian,Rural,New Paulshire,KwaZulu-Natal,Yes,Stabbing,Beating,No,Yes,Yes,Cheryl Barron,Friend,No,No,No,Suggest age you year.
https://king-stephens.com/,"Reese, Watts and Wyatt",2022-09-13,David Wilkerson,Million hard plant.,LLC,15861,Megan Wells,2008-08-02,100,Asian,Urban,Annehaven,Northern Cape,No,Gunshot,Stabbing,Yes,No,Yes,Christopher Hamilton,Friend,No,No,No,Health party concern professor our special.
https://www.harris.com/,Walters-Ruiz,2017-03-11,Nicole Tapia,Toward situation state such.,PLC,49177,Scott Crawford,2019-08-06,72,Indian,Suburban,South Davidport,Free State,No,Strangulation,Stabbing,No,Yes,Yes,Thomas Anderson,Partner,No,Yes,No,Yes stuff example east. Air describe wear save.
https://www.henderson-tucker.com/,Olson-Walters,2019-06-16,Michelle Davis,Far necessary meeting east.,Group,47626,Carrie Smith,2012-09-22,59,White,Rural,Lake Amyfort,KwaZulu-Natal,Yes,Stabbing,Other,No,Yes,No,Rachel Mullins,Friend,No,No,No,Could value usually central foot.
https://griffin-morgan.com/,Barrett PLC,2011-10-08,Hailey Davis,Money it alone represent couple.,and Sons,18527,Jennifer Cannon,2020-08-27,65,Indian,Rural,Weaverhaven,North West,No,Gunshot,Other,Yes,No,Yes,Cassandra Bowers,Partner,Yes,No,Yes,Left too personal this sign.
https://www.lawrence.com/,Ewing LLC,2012-07-20,Brad Barnes,Option face second knowledge laugh professor attention.,PLC,49726,Jessica Robbins,2006-03-24,92,Asian,Suburban,Port Jeffreyshire,Gauteng,Yes,Blunt force trauma,Other,No,Yes,No,Nathan Deleon,Acquaintance,Yes,Yes,Yes,Within one region ask Republican friend.
http://duncan-taylor.com/,"Herman, Silva and Ware",2014-10-20,Ralph Hart,There quickly now remain network place special some.,Inc,16050,Nathan Martinez,2008-01-03,26,Indian,Suburban,North Juliaburgh,North West,No,Poisoning,Other,No,Yes,No,Jennifer Butler,Acquaintance,Yes,No,Yes,House floor focus follow.
http://www.dixon.com/,"Neal, Mccullough and Nelson",2013-11-12,Karen Nunez,Theory result operation hour glass.,Ltd,27613,Edward Black,2007-03-12,51,Asian,Urban,West Dannyville,North West,Yes,Strangulation,Beating,Yes,No,Yes,Brittney Rivera,Stranger,Yes,Yes,No,Present ten eight serve.
https://king.com/,Lloyd-Hammond,2020-12-18,Karen Williams,Across remember opportunity out.,LLC,25063,Thomas Jones,2006-12-26,43,White,Urban,Port William,Free State,No,Gunshot,Other,Yes,Yes,Yes,Jennifer Bentley,Unknown,No,No,No,Others loss enough hour thought without page.
